Name of Investment Choice,Date,Currency,Purchase Price,Unit Sell Price
MIL Zeal Voyage China Fund #,2011/09/09,USD,1.0000,1.0000
MIL Zeal Voyage China Fund #,2011/09/12,USD,1.0000,1.0000
MIL Zeal Voyage China Fund #,2011/09/14,USD,1.0000,1.0000
MIL Zeal Voyage China Fund #,2011/09/15,USD,1.0010,1.0010
MIL Zeal Voyage China Fund #,2011/09/16,USD,1.0020,1.0020
MIL Zeal Voyage China Fund #,2011/09/19,USD,0.9930,0.9930
MIL Zeal Voyage China Fund #,2011/09/20,USD,0.9910,0.9910
MIL Zeal Voyage China Fund #,2011/09/21,USD,0.9900,0.9900
MIL Zeal Voyage China Fund #,2011/09/22,USD,0.9850,0.9850
MIL Zeal Voyage China Fund #,2011/09/23,USD,0.9820,0.9820
MIL Zeal Voyage China Fund #,2011/09/26,USD,0.9670,0.9670
MIL Zeal Voyage China Fund #,2011/09/27,USD,0.9710,0.9710
MIL Zeal Voyage China Fund #,2011/09/28,USD,0.9710,0.9710
MIL Zeal Voyage China Fund #,2011/09/30,USD,0.9670,0.9670
MIL Zeal Voyage China Fund #,2011/10/03,USD,0.9560,0.9560
MIL Zeal Voyage China Fund #,2011/10/04,USD,0.9500,0.9500
MIL Zeal Voyage China Fund #,2011/10/06,USD,0.9670,0.9670
MIL Zeal Voyage China Fund #,2011/10/07,USD,0.9750,0.9750
MIL Zeal Voyage China Fund #,2011/10/10,USD,0.9700,0.9700
MIL Zeal Voyage China Fund #,2011/10/11,USD,0.9810,0.9810
MIL Zeal Voyage China Fund #,2011/10/12,USD,0.9870,0.9870
MIL Zeal Voyage China Fund #,2011/10/13,USD,1.0080,1.0080
MIL Zeal Voyage China Fund #,2011/10/14,USD,0.9940,0.9940
MIL Zeal Voyage China Fund #,2011/10/17,USD,1.0030,1.0030
MIL Zeal Voyage China Fund #,2011/10/18,USD,0.9830,0.9830
MIL Zeal Voyage China Fund #,2011/10/19,USD,0.9850,0.9850
MIL Zeal Voyage China Fund #,2011/10/20,USD,0.9800,0.9800
MIL Zeal Voyage China Fund #,2011/10/21,USD,0.9850,0.9850
MIL Zeal Voyage China Fund #,2011/10/24,USD,1.0020,1.0020
MIL Zeal Voyage China Fund #,2011/10/25,USD,1.0040,1.0040
MIL Zeal Voyage China Fund #,2011/10/26,USD,1.0080,1.0080
MIL Zeal Voyage China Fund #,2011/10/27,USD,1.0320,1.0320
MIL Zeal Voyage China Fund #,2011/10/28,USD,1.0350,1.0350
MIL Zeal Voyage China Fund #,2011/10/31,USD,1.0290,1.0290
MIL Zeal Voyage China Fund #,2011/11/01,USD,1.0110,1.0110
MIL Zeal Voyage China Fund #,2011/11/02,USD,1.0310,1.0310
MIL Zeal Voyage China Fund #,2011/11/03,USD,1.0280,1.0280
MIL Zeal Voyage China Fund #,2011/11/04,USD,1.0420,1.0420
MIL Zeal Voyage China Fund #,2011/11/07,USD,1.0400,1.0400
MIL Zeal Voyage China Fund #,2011/11/08,USD,1.0340,1.0340
MIL Zeal Voyage China Fund #,2011/11/09,USD,1.0430,1.0430
MIL Zeal Voyage China Fund #,2011/11/10,USD,1.0150,1.0150
MIL Zeal Voyage China Fund #,2011/11/11,USD,1.0090,1.0090
MIL Zeal Voyage China Fund #,2011/11/14,USD,1.0180,1.0180
MIL Zeal Voyage China Fund #,2011/11/15,USD,1.0150,1.0150
MIL Zeal Voyage China Fund #,2011/11/16,USD,1.0070,1.0070
MIL Zeal Voyage China Fund #,2011/11/17,USD,1.0040,1.0040
MIL Zeal Voyage China Fund #,2011/11/18,USD,0.9930,0.9930
MIL Zeal Voyage China Fund #,2011/11/21,USD,0.9860,0.9860
MIL Zeal Voyage China Fund #,2011/11/22,USD,0.9870,0.9870
MIL Zeal Voyage China Fund #,2011/11/23,USD,0.9810,0.9810
MIL Zeal Voyage China Fund #,2011/11/24,USD,0.9810,0.9810
MIL Zeal Voyage China Fund #,2011/11/25,USD,0.9760,0.9760
MIL Zeal Voyage China Fund #,2011/11/28,USD,0.9840,0.9840
MIL Zeal Voyage China Fund #,2011/11/29,USD,0.9910,0.9910
MIL Zeal Voyage China Fund #,2011/11/30,USD,0.9850,0.9850
MIL Zeal Voyage China Fund #,2011/12/01,USD,1.0010,1.0010
MIL Zeal Voyage China Fund #,2011/12/02,USD,0.9970,0.9970
MIL Zeal Voyage China Fund #,2011/12/05,USD,1.0000,1.0000
MIL Zeal Voyage China Fund #,2011/12/06,USD,0.9900,0.9900
MIL Zeal Voyage China Fund #,2011/12/07,USD,0.9960,0.9960
MIL Zeal Voyage China Fund #,2011/12/08,USD,0.9930,0.9930
MIL Zeal Voyage China Fund #,2011/12/09,USD,0.9820,0.9820
MIL Zeal Voyage China Fund #,2011/12/12,USD,0.9820,0.9820
MIL Zeal Voyage China Fund #,2011/12/13,USD,0.9780,0.9780
MIL Zeal Voyage China Fund #,2011/12/14,USD,0.9770,0.9770
MIL Zeal Voyage China Fund #,2011/12/15,USD,0.9690,0.9690
MIL Zeal Voyage China Fund #,2011/12/16,USD,0.9730,0.9730
MIL Zeal Voyage China Fund #,2011/12/19,USD,0.9700,0.9700
MIL Zeal Voyage China Fund #,2011/12/20,USD,0.9700,0.9700
MIL Zeal Voyage China Fund #,2011/12/21,USD,0.9780,0.9780
MIL Zeal Voyage China Fund #,2011/12/22,USD,0.9780,0.9780
MIL Zeal Voyage China Fund #,2011/12/23,USD,0.9840,0.9840
MIL Zeal Voyage China Fund #,2011/12/28,USD,0.9790,0.9790
MIL Zeal Voyage China Fund #,2011/12/29,USD,0.9790,0.9790
MIL Zeal Voyage China Fund #,2011/12/30,USD,0.9810,0.9810
MIL Zeal Voyage China Fund #,2012/01/03,USD,0.9910,0.9910
MIL Zeal Voyage China Fund #,2012/01/04,USD,0.9850,0.9850
MIL Zeal Voyage China Fund #,2012/01/05,USD,0.9840,0.9840
MIL Zeal Voyage China Fund #,2012/01/06,USD,0.9800,0.9800
MIL Zeal Voyage China Fund #,2012/01/09,USD,0.9830,0.9830
MIL Zeal Voyage China Fund #,2012/01/10,USD,0.9890,0.9890
MIL Zeal Voyage China Fund #,2012/01/11,USD,0.9920,0.9920
MIL Zeal Voyage China Fund #,2012/01/12,USD,0.9900,0.9900
MIL Zeal Voyage China Fund #,2012/01/13,USD,0.9910,0.9910
MIL Zeal Voyage China Fund #,2012/01/16,USD,0.9800,0.9800
MIL Zeal Voyage China Fund #,2012/01/17,USD,1.0000,1.0000
MIL Zeal Voyage China Fund #,2012/01/18,USD,0.9960,0.9960
MIL Zeal Voyage China Fund #,2012/01/19,USD,1.0010,1.0010
MIL Zeal Voyage China Fund #,2012/01/20,USD,0.9980,0.9980
MIL Zeal Voyage China Fund #,2012/01/26,USD,1.0160,1.0160
MIL Zeal Voyage China Fund #,2012/01/27,USD,1.0140,1.0140
MIL Zeal Voyage China Fund #,2012/01/30,USD,0.9970,0.9970
MIL Zeal Voyage China Fund #,2012/01/31,USD,1.0040,1.0040
MIL Zeal Voyage China Fund #,2012/02/01,USD,0.9990,0.9990
MIL Zeal Voyage China Fund #,2012/02/02,USD,1.0220,1.0220
MIL Zeal Voyage China Fund #,2012/02/03,USD,1.0300,1.0300
MIL Zeal Voyage China Fund #,2012/02/06,USD,1.0270,1.0270
MIL Zeal Voyage China Fund #,2012/02/07,USD,1.0190,1.0190
MIL Zeal Voyage China Fund #,2012/02/08,USD,1.0520,1.0520
MIL Zeal Voyage China Fund #,2012/02/09,USD,1.0700,1.0700
MIL Zeal Voyage China Fund #,2012/02/10,USD,1.0670,1.0670
MIL Zeal Voyage China Fund #,2012/02/13,USD,1.0600,1.0600
MIL Zeal Voyage China Fund #,2012/02/14,USD,1.0610,1.0610
MIL Zeal Voyage China Fund #,2012/02/15,USD,1.0900,1.0900
MIL Zeal Voyage China Fund #,2012/02/16,USD,1.0770,1.0770
MIL Zeal Voyage China Fund #,2012/02/17,USD,1.0860,1.0860
MIL Zeal Voyage China Fund #,2012/02/20,USD,1.0860,1.0860
